,name
599,"FS 600 400015 Global Hospital Nurse Quarters,Takorsey Jivraj Marg,Sewree"
600,"FS 601 400015 Shahpunji Palanji Compound,Dr S.S.Rao Road,Sewree Congested Area"
601,"FS 602 400015 Rupji Gandhi Chawl,Gaadi Adda,Near Hanuman Mandir,Sewree Congested Area"
602,"FS 603 400015 Sena Nagar Vasahat,Acharya Donde Marg,Sewree Congested Area"
603,"FS 604 400015 Prabuddh Nagar,Jerbai Wadia Road,Opp. Mamata Bldg.,Sewree Congested Area"
604,"FS 605 400015 Hira Seth Chaul,Takorsey Jivraj Marg,Nr. Gopalbaug,Sewree Congested Area"
605,"FS 606 400015 Ganesh Baugh,Takorsey Jivraj Marg,Near Maruti Mandir,Sewree Congested Area"
606,"FS 607 400015 Bayaa Bai Chawl,Sewri Koliwada, Nr Datta Mandir,Sewree Congested Area"
607,"FS 608 400015 Ganesh Nagar Seva Sangh,Acharya Donde Marg,,Sewree Congested Area"
608,"FS 609 400015 Virchand Niwas,A D Marg,Sewree Congested Area"
609,"FS 610 400015 Vitthal Vinayak Sadan,Tokarasi Jivraj Road,Sewree"
610,"FS 611 400015 Baithi Chawl,,Takorsey Jivraj Marg,Sewree Congested Area"
611,"FS 612 400015 Ashwamedh Chs,D.G. Mahajani Marg,,Sewree"
612,"FS 613 400015 Maruti Keshav Kangutkar Chawl, Sewree Cross Rd.,Near Raza Tower,Sewree Congested Area"
613,"FS 614 400015 Hira Seth Chawl,Takorsey Jivraj Marg,Golanji Hill,Sewree Congested Area"
614,"FS 615 400015 Balwantsingh Punjabi/Bangali Chawl,Takorsey Jivraj Marg,Sewree Congested Area"
615,"FS 616 400015 Ganesh Baug,Takorsey Jivraj Marg,Nr. Swan Mill,Sewree Congested Area"
616,"FS 617 400015 Nankusheth Chawl,Takorsey Jivraj Marg, Datta Mandir,Near Dosti Flemingo,Sewree Congested Area"
617,"FS 618 400015 Bmc Chawl,,Sewree Koliwada, Nr. Dattamandir Sewre,Sewree Congested Area"
618,"FS 619 400015 Shubh Ashirwad Bldg.,Opp. Abhuyday Bank, Sewree Naka,Sewree"
619,"FS 620 400015 Adhikari Vasahat, R. A.K. Marg Police Station,Rafi Ahmed Kidwai Marg,Sewree"
620,"FS 621 400015 Pahelwanbaba Chawl(Slum),Takorsey Jivraj Marg,Sewree Congested Area"
621,"FS 622 400015 Jivraj Chawl No.3, (Slum),Takorsey Jivraj Marg,Dattamandir Lane,Sewree Congested Area"
622,"FS 623 400031 Rahat Nagar,Sewree Cross Road,Behind Dr.Gada'S Clinic,Wadala Congested Area"
623,"FS 624 400031 Municipal Chawl,Sewree Cross Road,Near Railwy Gate No 6,Wadala Congested Area"
624,"FS 625 400031 Shivshahi Prakalp, Mhada Building,Near Rak Police Chowkyy,Wadala"
625,"FS 626 400031 Madhav Nagar, R.A. Kidwai Road, Opp. Hari Masjid,Wadala"
626,"FS 627 400033 Bdlb Colony,Shrikant Hadkar Marg,Kalachowky,Kalachowky"
627,"FS 628 400033 Vineet Nagar,,Kalachowky"
628,"FS 629 400033 Abhudyay Nagar,,Kalachowky"
629,"FS 630 400033 Parshuram Nagar,G D Ambekar Marg,Kalachowky Congested Area"
630,"FS 631 400033 Jijamata Nagar,D Ambedkr Marg,Kalachowki Congested Area"
631,"FS 632 400033 Sita Sadan, Dattaram Laad Marg,Klachowky Congested Area"
632,"FS 633 400033 Jijamata Nagar,Ambedkar Marg,Shubechha,Klachowky Congested Area"
633,"FS 634 400033 Mangalmurti Chs, Dattaram Lad Marg,Kalachouki"
634,"FS 635 400033 Vighnaharta Bldg.,G.D. Ambekar Marg,Kalachouki"
635,"FS 636 400033 New Police Line,,Kalachouki Congested Area"
636,"FS 637 400033 New Police Officer Quarters,,Kalachouki"
637,"FS 638 400033 Ishwati Prasad Bldg.,Dattaram Lad Marg,Kalachowki"
638,"FS 639 400033 Nuji Marwadi Chawl,G D Ambedkar Marg,Kalachowki Congested Area"
639,"FS 640 400033 Chawl Behind Bldg. 11A, Abhyday Nagar,,Kalachowki Congested Area"
640,"FS 641 400033 N M Wadia Wefare Seva Sangh,Shrikant Hadkar Marg,Kalachowki"
641,"FS 642 400033 Deepak Jyoti Tower,Parel Tank Road,Kalachowki"
642,"GN 643 400014 Gokuldham,Goutam Nagar,Dada Saheb Phalke,Dadar Congested Area"
643,"GN 644 400016 Navin Mahim Police Vasahat,,Mahim"
644,"GN 645 400016 Razzak Manzil,Lj Road,Mahim Congested Area"
645,"GN 646 400016 Noorani Bdlg,Cadel Rd,Mahim"
646,"GN 647 400016 Sagar Darshan, D Wing 604,Near Swami Vivekanand Garden,Mahim"
647,"GN 648 400016 Mahim Killa Compound,Fort Rd,Near Mahim Police Stn,Mahim Congested Area"
648,"GN 649 400016 Rose Blossom Society,Shitladevi Temple Rd,Near Ram Madir,Mahim"
649,"GN 650 400016 Municipal Patra Marg,Hinduja Hospital Road,Near Hinduja Hospital,Mahim"
650,"GN 651 400016 Mahalaxmi Chs,Manmala Tank,Star City Cinema,Mahim"
651,"GN 652 400016 Pension Chawl,4Th Road,Opp Mahim Police Stn,Mahim Congested Area"
652,"GN 653 400016 Gurudutta Soc,Causeway Road,Ramgad,Mahim"
653,"GN 654 400016 Indira Nagar Pipeline,Mahim West,Mahim"
654,"GN 655 400016 Zopadpatty,Near Arfa Hotel,Azad Nagar Mahim Patak,Mahim Congested Area"
655,"GN 656 400016 Naya Nagar,Opp Raheja Hosp,Mahim Congested Area"
656,"GN 657 400016 Kashinath Building,Cadell Road,Mahim"
657,"GN 658 400016 Makhdoomya Nagar Society,Causeway Road,Behind Mahim Bus Depo,Mahim West"
658,"GN 659 400016 7 Carol Mansion,Shitbadevi Road,Mahim"
659,"GN 660 400016 S.P. Kawaliwadi,L.J. Road,Mahim Congested Area"
660,"GN 661 400016 Atmaram Building,Balamia Road,Mahim,West"
661,"GN 662 400016 Fisherman Colony,Shiv Shakti Nagar,Opp Building No 10,Mahim Congested Area"
662,"GN 663 400016 Mrudulgachary Koli Nagar, Kolinagar Housing Society,Mahim Causeway Road,Behind Mahim Bus Stop,Mahim Congested Area"
663,"GN 664 400016 Akashwadi,Mahim East,Mahim Congested Area"
664,"GN 665 400016 Janta Sevak Society,Main Road,Mahim West"
665,"GN 666 400016 M N Chs,,Mahim"
666,"GN 667 400016 Utpal Road,Sitla Devi Temple Road,Near Rang Udyan Mahim,Mahim Congested Area"
667,"GN 668 400016 Rizvi Hights,Pitamber Lane,Behind Paradise Theatre,Mahim"
668,"GN 669 400016 Mahim Fisher Man Colony,S L Raheja Marg,Mahim"
669,"GN 670 400016 Gabriel House Road,Behind Paradise Cenema,Mahim Congested Area"
670,"GN 671 400016 Shri Brahmadev Chs,P T Road,Mahim"
671,"GN 672 400016 Mahim Fireman Colony,Near Vivekanand Garden Chowk,Mahim Congested Area"
672,"GN 673 400016 Dev Aarti Apartment Chs,,Mahim"
673,"GN 674 400016 Sagar Sanidhya Rahivasi Sangh,Causeway Road,Mahim"
674,"GN 675 400016 1St Floor Mahim Old Police Colony,,Mahim"
675,"GN 676 400016 Chawl No.04,Mahim Causeway Road,Near Swami Vivekanad,Mahim Congested Area"
676,"GN 677 400016 New Girgaonkar Wadi,S T Road,Mahim West Congested Area"
677,"GN 678 400016 Central Railway Colony,Azad Nagar Matunga,Matunga"
678,"GN 679 400016 Amirani Mansion,M M C Road,Opp. Tarzan Bar,Mahim West"
679,"GN 680 400016 Solitair Building,,Mahim West"
680,"GN 681 400016 Sumeet Sadan,,Mahim"
681,"GN 682 400016 Woodworks,Causeway Road,Near Hero Honda Showroom,Mahim"
682,"GN 683 400016 Waitriwadi,Mari Road,St. Micheal Church,Mahim West Congested Area"
683,"GN 684 400016 Lungiwala Chawl,S Vs Marg,Mahim West Congested Area"
684,"GN 685 400016 Ambika Bhuwan,Wadia Stree,Mahim West"
685,"GN 686 400016 R R V Mansion Chs Ltd,L J Road,Mahim West"
686,"GN 687 400017 Shakti Chawl, Mukund Nagar, Dambavi Company,Dharavi Congested Area"
687,"GN 688 400017 Moulana Azad Nagar,Jasmin Road,Dharavi"
688,"GN 689 400017 Janta Society,Opp Abhudaya Bank,Dharavi Congested Area"
689,"GN 690 400017 Sion Social Nagar,M.G Road,Near Mariamma Mandir,Abjuman Gausiya Line,Dharavi Congested Area"
690,"GN 691 400017 Muslim Nagar,60 Ft Road,Near Gusiya Masjid,Dharavi Congested Area"
691,"GN 692 400017 Mukund Nagar,Near Ongc,Dharavi Congested Area"
692,"GN 693 400017 Veer Lahuji Vasahat Rahiwasi Sangh,Near Taj Hotel,Dharavi Congested Area"
693,"GN 694 400017 Muslim Nagar,Near Bismilla Hotel,Near 90 Feet Road,Dharavi Congested Area"
694,"GN 695 400017 Ganesh Chawl,Near Hotel Priyanka,Next To Mukund Nagar,Dharavi"
695,"GN 696 400017 Nityanand Society,Mukund Nagar,Sion Bandra Link Road,Dharavi Congested Area"
696,"GN 697 400017 Sanjay Chawl Society,Behind Municipal School,Dharavi"
697,"GN 698 400017 Som Complex,Shashtri Nagar Municipal School,Dharavi"
698,"GN 699 400017 Kasarwadi Municipal Chawl,Shivaji Park,Dadar West Congested Area"
699,"GN 700 400017 Janata Chs$$Gn1807990210000$$Janata Chs,60 Feet Road,Shammi Nagar,Dharavi,Mumbai-400017$$G/N,,Dharavi Congested Area"
700,"GN 701 400017 Naik Nagar Saibaba Gali,Lbs Marg,Dharavi Congested Area"
701,"GN 702 400017 Netaji Building, Kalyanwadi,,Dharavi"
702,"GN 703 400017 Mahatma Gandhi Chawl Social Nagar,90 Feet Rd,Nuridha Masjid,Dharavi Congested Area"
703,"GN 704 400017 Prakash Nagar,,Mahim W"
704,"GN 705 400017 Kalyanwadi,,Dharavi Congested Area"
705,"GN 706 400017 Kunchi Karve Nagar,60 Ft Road,Dharavi Congested Area"
706,"GN 707 400017 Kumbharwada, Dekdji Masjid, Laxmi Chawl,,Dharavi Congested Area"
707,"GN 708 400017 Shiv Shakti Nagar, New Municipal Chawl,Cross Rd,Dharavi Congested Area"
708,"GN 709 400017 Punwala Chawl,Main Rd,Kalyanwadi,Dharavi Congested Area"
709,"GN 710 400017 Akg Ngr,60 Feet Rd,Near Usmaniya Hotel,Dharavi Congested Area"
710,"GN 711 400017 Shiv Shakti Nagar,Dhorwada,Santkakay Marg,Dharavi Congested Area"
711,"GN 712 400017 Sanaullah Compound, Sion Mahim Link Rd,Opp To Dillar Hotel,Dharavi Congested Area"
712,"GN 713 400017 Shahid Bhagat Singh Nagar Kumbharwada,,Dharavi Congested Area"
713,"GN 714 400017 Lokmanya Tilak Nagar,Dharavi Cross Road,Dharavi, Mumbai Congested Area"
714,"GN 715 400017 Mukund Nagar, A-Ward,Dharavi Main Road,Dharavi Congested Area"
715,"GN 716 400017 Padma Gopal Vilas Chawl,,Dharavi Congested Area"
716,"GN 717 400017 Basweshwar Ngr,Dharavi Cross Rd,Dharavi Congested Area"
717,"GN 718 400017 Manzi Wadi Gopal Mistri Compd,Cross Rd,Dharavi Congested Area"
718,"GN 719 400017 Ujala Chawl Committee,Gopinath Colony,Inda Qureshi Nagar,Dharavi Congested Area"
719,"GN 720 400017 Abbu Bakar Chawl,Bagicha Compound,Dharavi Congested Area"
720,"GN 721 400017 Samadhan Chs,Dhorwada,Dharavi"
721,"GN 722 400017 Bhimjimamji Chawl,Kapad Bazar, Congested Area"
722,"GN 723 400017 Sankraman Shibir,Transit Camp,Dharavi Congested Area"
723,"GN 724 400017 Municipality School,Near Dharavai Police Chowki,Dharavi Congested Area"
724,"GN 725 400017 United Residency,Sant Rohidas Marg,Kalakilla,Dharavi"
725,"GN 726 400017 Indira Nagar,90 Feet Rd,Dharavi Congested Area"
726,"GN 727 400017 Narsingh Chawl,Dharavi Cross Rd,Dharavi Congested Area"
727,"GN 728 400017 Madina Nagar,Kutti Wadi, 60 Ft Rd,Dharavi Congested Area"
728,"GN 729 400017 Ajmeri Chawl,Tekda Masjid,Dharavi Congested Area"
729,"GN 730 400017 V K Wadi, Z Patti,T Junction,Dharavi Congested Area"
730,"GN 731 400017 Mahinm Patak Azad Nagar,Z Patti,Dharavi Congested Area"
731,"GN 732 400017 Manju Wadi,Kakkaya Marg,Ganesh /Mandir Marg,Dharavi Congested Area"
732,"GN 733 400017 Cozy Shelter,Cross Rd,Dharavi Congested Area"
733,"GN 734 400017 Kumbhar Wada,Sant Gora Kumbhar Marg,Near 11 Heights Soc,Dharavi"
734,"GN 735 400017 Satekarya Chawl,Mukund Nagar,Holi Maidan,Dharavi Congested Area"
735,"GN 736 400017 Meena Tai Soc,Kalyanwadi,Dharavi,Dharavi Congested Area"
736,"GN 737 400017 Phule Chawl,90 Ft Rd,Dharavi Congested Area"
737,"GN 738 400017 Chamda Bazar,Dhravi Main Road,Dharavi Congested Area"
738,"GN 739 400017 Sai Baba Nagar,90 Ft Rd,Near Hussainiya Masjid,Dharavi Congested Area"
739,"GN 740 400017 Gangadhar Chawl,Behind Sion Railway Quarters,Sion,Dharavi Congested Area"
740,"GN 741 400017 Azad Nagar,Mahim Phatak,Dharavi Congested Area"
741,"GN 742 400017 Green Palace Gajanan House,Near Shastri Nagar Rd,Dharavi"
742,"GN 743 400017 Janta Nagar, M M Bdlg,Laxmi Baug,Shivar Guest House,Dharavi"
743,"GN 744 400017 Gopinath Colony,Khambadevi Road,Near Church,Dharavi Congested Area"
744,"GN 745 400017 Banwari Compound,Sion Mahim Link Rd,Kemkar Chowk,Dharavi Congested Area"
745,"GN 746 400017 Koliwada,Sant Kakkaya Marg,Koliwada,Dharavi Congested Area"
746,"GN 747 400017 Uday Bdlg,60 Ft Rd,Dharavi"
747,"GN 748 400017 Pradise Residency,Dharavi Cross Road,Dharavi"
748,"GN 749 400017 Dharavi Police Station,90 Feet Road,Dharavi"
749,"GN 750 400017 Shiv Shakti Nagar,Dharavi Cross Road,Dharavi Congested Area"
750,"GN 751 400017 Palakar Chawl,Charawi Cross Road,Dharavi Congested Area"
751,"GN 752 400017 Kamla Nehru Nagar,90 Feet Road,Opp. Kamraj School,Dharavi"
752,"GN 753 400017 Bhartiya Chawl,Dhorwada Road,M P Nagar,Dharavi Congested Area"
753,"GN 754 400017 Magal Wadi,Dharavi Road,Dharavi Congested Area"
754,"GN 755 400017 Satabdi Tower, Pmgp Colony,Loop Raod,Shatabdi Tower,Dharavi"
755,"GN 756 400017 Shatabdi Nagar, E Galli,Loop Road,Dharavi Congested Area"
756,"GN 757 400017 Abu Bakhar Chawl,Dharavi Main Road,Chamda Bazar,Dharavi Congested Area"
757,"GN 758 400017 Social Nagar,Machchi Galli,Zpatti,90 Ft Road,Near Usmani Masjid,Dharavi Congested Area"
758,"GN 759 400017 New Bharat Janata Chs,Indira Nagar,60 Ft Road,Dharavi"
759,"GN 760 400017 Vijay Nagar,Transit Camp,M G Road,Tata Power House,Dharavi Congested Area"
760,"GN 761 400017 Rajeev Gandhi Chawl,Dharavi Main Road,Madina Compound,Kalyanwadi,Dharavi Congested Area"
761,"GN 762 400017 Akashwadi,Dharavi Cross Rd,Near Ganesh Mandir,Dharavi Congested Area"
762,"GN 763 400017 Subhash Nagar Chs,Sant Gora Kumbhar Marg,Kumbharwada,Dharavi"
763,"GN 764 400017 New Gandhi Chawl,M.G. Road,Social Nagar,Dharavi Congested Area"
764,"GN 765 400017 Dharavi Mumbai,,Dhravi Congested Area"
765,"GN 766 400017 Deulgaon Raje Teh Daund,,Dharavi Congested Area"
766,"GN 767 400017 Rajiv Gandhi Nagar,Transist Camp,Dharavi"
767,"GN 768 400017 Santosh Chawl, Kunchi Karve Nagar,60 Ft Road,Dharavi Congested Area"
768,"GN 769 400017 Rajiv Gandhi Sports Complex,,Dharavi"
769,"GN 770 400017 Laxmi Chawl Committee,Room Noo.223,Indira Qurishi Nagar,Dharavi Congested Area"
770,"GN 771 400017 Transist Camp,,Dharavi"
771,"GN 772 400017 Mahrashtra Nagar Chs,90 Feet Road,Dharvi Congested Area"
772,"GN 773 400017 Venketeshwar Chawl,Anna Nagar,Kumbharwadi,Dharavi Congested Area"
773,"GN 774 400017 Meena Plastic Chawl,Azad Nagar,Khaifer Hotel,Dharavi Congested Area"
774,"GN 775 400017 Chal No262,Kalyanwadi,Dharavi Congested Area"
775,"GN 776 400017 Msaiyah Bldg,Islampura Society,90 Ft Road,Dharavi Congested Area"
776,"GN 777 400017 Gautam Chawl Shiv Shakti Nagar,Cross Road,Dharavi Congested Area"
777,"GN 778 400017 Keshav Akkar Chawl,Piwla Bunglow,Koliwada,Dharavi Congested Area"
778,"GN 779 400017 Rajeev Gandhi Chawl,Maharana Pratapnagar,Cross Road,Dhorwada,Dharavi Congested Area"
779,"GN 780 400017 Tagor Ara Chs,Anna Nagar,Kumbharwada,Dharavi"
780,"GN 781 400017 Subhall Nagar,Labour Camp,,Dharavi"
781,"GN 782 400017 Pmgp Colony,Near Dharavi Bus Stop,Dharavi"
782,"GN 783 400017 Kamraj Memorial Chawl, Subhash Nagar,90 Ft Road,Dharavi"
783,"GN 784 400017 Indra Nagar,Latur Galli,90 Ft Road,New Police Station,Dharavi"
784,"GN 785 400017 Matoshri Chs, Basweshwar Nagar,,Dharavi"
785,"GN 786 400017 Jaydeep Chs, Mukund Nagar, A Ward,Cross Road,Dharavi"
786,"GN 787 400017 New Chawl, Subhash Nagar,Kumbharwada,Dharavi Congested Area"
787,"GN 788 400017 Satkarya Chawl,Cross Road,Dharavi Congested Area"
788,"GN 789 400017 Suthar Chawl,Kunchikarwe Nagar,Kumbharwada,Dharavi Congested Area"
789,"GN 790 400017 Kamala Nagar,Jasmine Mill Road,Dharavi Congested Area"
790,"GN 791 400017 Balaji Nagar,90 Ft Road,Dharavi"
791,"GN 792 400017 New Chawl, Subhash Nagar,Kumbharwada,Dharavi Congested Area"
792,"GN 793 400017 Bharat Chawl,Kunchikurve Nagar,60 Ft Road,Kumbharwada,Dharavi Congested Area"
793,"GN 794 400017 Jay Bhavani Building,Sion Bandra Link Road,Dharavi"
794,"GN 795 400017 Agashwadi,Cross Road,Opp. Ganesh Mandir,Dharavi Congested Area"
795,"GN 796 400017 Menity Chawl,,Dharavi Congested Area"
796,"GN 797 400017 Hanuman Chawl,,Dharavi Congested Area"
797,"GN 798 400017 Dharavi Main Road,60 Feet Road,Opp Maharshtra Hotel,Dharavi Congested Area"
798,"GN 799 400017 New Ganpati Chawl, Social Nagar,M.G. Road,Dharavi Congested Area"
799,"GN 800 400017 Mariyam Chawl,Maharna Pratap Nagar,Dhorwada,Dharavi Congested Area"
800,"GN 801 400017 Rajeev Gandhi Nagar,Behind Latur Galli,Dharavi Congested Area"
801,"GN 802 400017 Gopal Mistri Chawl,Nawab Nagar,Dharavi Congested Area"
802,"GN 803 400017 Mehboob Subhanu Masjid Nagar,90 Ft Road,Dharavi Congested Area"
803,"GN 804 400017 Shanti Building,90 Ft Road,Social Nagar,Dharavi Congested Area"
804,"GN 805 400017 Shankar Kawade Chawl,Cross Road,Dharavi Congested Area"
805,"GN 806 400017 Shivneri, Indira Nagar,,Dharavi Congested Area"
806,"GN 807 400017 Rajeev Gandhi Building,90Ft Road,Kumbharwada,Dharavi"
807,"GN 808 400017 Ambedkar Chawl,Sant Kabir Marg, 60Ft Road,Dharavi Congested Area"
808,"GN 809 400017 Pradnya Buddha Vihar,Mukund Nagar,Dharavi"
809,"GN 810 400017 Navrang Society,M.P. Nagar,Dhorwada,Dharavi"
810,"GN 811 400017 Mahatma Gandhi Chs,T Juntion,Dharavi"
811,"GN 812 400017 Sachin Building,Cross Road,Near Ganesh Mandir,Dharavi"
812,"GN 813 400017 Mabin Nagar Chs,Kunchikurve Nagar,60 Feet Road,Dharavi"
813,"GN 814 400017 Rajiv Darshan Chs,Pmgp Road,Dharavi"
814,"GN 815 400017 Ganga Building,Mukund Nagar,Dharavi"
815,"GN 816 400017 Dmgp Colony,Near Dharavi Depot,Dharavi"
816,"GN 817 400017 Sion Depot,Rajiv Gandhi Nagar,Dharavi Congested Area"
817,"GN 818 400017 E/12,Shahu Nagar,Near Police Station,Dharavi Mahim East Congested Area"
818,"GN 819 400017 Gandhi Nagar Chs,Sant Kakaya Marg,Dharavi Cross Road,Dharavi"
819,"GN 820 400017 Siddhivinayak Building,90 Feet Road,Near Kamraj School,Dharavi"
820,"GN 821 400017 Kumbharwada Walkat Chawl,,Dharavi Congested Area"
821,"GN 822 400017 Samudra Darshan Building,Buddha Galli No.02,Behind Jay Ambe,Dharavi"
822,"GN 823 400017 Lal Gangadhar Chawl,Near Nageshwar Mandir,Dharavi Congested Area"
823,"GN 824 400017 Shastri Nagar,,Dharavi Congested Area"
824,"GN 825 400017 Maruti Chawl,Rajiv Gandhi Nagar,Dharavi Congested Area"
825,"GN 826 400017 Kalpataru Chs,Sant Rohidas Marg,Dharavi"
826,"GN 827 400017 Ongc Building,Rajiv Gandhi Nagar,Near Export Complex,Dharavi"
827,"GN 828 400017 Madina Chawl,Madina Chawl,Joglekar Nala Mukund Nagar,Dharavi Congested Area"
828,"GN 829 400017 Shobhadas Chawl,Sant Rohidas Marg,Dharavi Congested Area"
829,"GN 830 400017 S Jyoti Chawl,Social Nagar,Near Ayyappa,Dharavi Congested Area"
830,"GN 831 400017 New Nehru Nagar,90 Feet Road,Dharavi Congested Area"
831,"GN 832 400017 Reva Fort Colony,Kurla Killa,Dharavi"
832,"GN 833 400017 Sai Baba Chawl,Main Road,Near Abhay Building,Dharavi Congested Area"
833,"GN 834 400017 Vinayak Chs,Balaji Nagar,Near Kamraj School,Dharavi"
834,"GN 835 400017 Fatema Chawl,Sion Bandra Link Road,Near Pill Bunglow,Dharavi Congested Area"
835,"GN 836 400017 Nabi Nagar Society,Goret Road,Dharavi"
836,"GN 837 400017 Ambika Kather Work,Shastri Nagar,Dharavi"
837,"GN 838 400017 Janseva Society,Muslim Nagar,90 Feet Road,Dharavi"
838,"GN 839 400017 Jeevan Jyoti Rahimasi Sangh,Tata Power,Dharavi"
839,"GN 840 400017 Anwer Chawl,Kutti Wadi,Dharavi Congested Area"
840,"GN 841 400017 Indira Nagar Zopadpatti,Lahir Galli,Dharavi Congested Area"
841,"GN 842 400017 Sangam Galli,Kanda Nagar,Dharavi Congested Area"
842,"GN 843 400017 Shri Sant Rohidas Society,H P Nagar,Dharavi"
843,"GN 844 400017 Poorandas Hirandas Chawl,Shri Shankar Nagar,V K Krishnan Marg 90 Feet Road,Dharavi Congested Area"
844,"GN 845 400017 S Ganga Mulund Nagar,,Dharavi Congested Area"
845,"GN 846 400017 Star English School,Dharavi Police Station,Dharavi"
846,"GN 847 400017 Babushwar Nagar,Dhorwada Sawant,Kaikaya Marg,Dharavi Congested Area"
847,"GN 848 400017 Kamraj High School,Near Dharavi Police Station,Dharavi Congested Area"
848,"GN 849 400017 Cambridge High School,,Dharavi Congested Area"
849,"GN 850 400017 Indira Nagar Tekda Masjid,,Dharavi Congested Area"
850,"GN 851 400017 Behind Pilla Bunglow,,Dharavi Congested Area"
851,"GN 852 400017 Chatrapati Shivaji Chawl,90 Feet Road,Behind Venus Hotel,Dharavi Congested Area"
852,"GN 853 400017 Nav Jeevan Chs,Anna Nagar,Opp. Ambedkar School,Dharavi"
853,"GN 854 400017 Shama Chs,90 Feet Road,Dharavi Congested Area"
854,"GN 855 400017 Office Sb Chawl,Dharavi Road,Dharavi Congested Area"
855,"GN 856 400017 Budd Vihar,Sant Vikar Marg,Ganesh Chowk,Dharavi Congested Area"
856,"GN 857 400017 Sannaullah Compound,S. T. D Galli,Dharavi"
857,"GN 858 400017 Goodsheard Chs,Behind Old Police Station,Dharavi"
858,"GN 859 400017 Sabrinabai Chawl,Behind Dharavi Old Post Office,Dharavi Congested Area"
859,"GN 860 400017 Shiv Shankar Nagar,90 Feet Road,Dharavi Congested Area"
860,"GN 861 400017 Nilkamal Building,60 Feet Road,Dharavi"
861,"GN 862 400017 Jall Compound,Mahim Dharavi Main Road,Dharavi"
862,"GN 863 400017 The Indra Vilas Tenants Asso.,Sant Rohidas Marg,Dharavi"
863,"GN 864 400017 Kalyani Building,60 Feet Road,Matunga Labour Camp,Dharavi"
864,"GN 865 400017 New Siddharth Chawl,Good Shefer Church,Dharavi Congested Area"
865,"GN 866 400017 Jyoti Chs,Social Nagar,Dharavi"
866,"GN 867 400017 Budhay Chs,60 Feet Road,Dharavi"
867,"GN 868 400017 Y Juntion,Mukund Nagar,Dharavi Congested Area"
868,"GN 869 400017 Shona,,Dharavi"
869,"GN 870 400017 ,Dharavi Congested Area"
870,"GN 871 400017 Samta Rahivasi Sangh,Sant Rohidas Marg,Dharavi Congested Area"
871,"GN 872 400017 Sagar Chs Transient Camp,90 Ft Road, Near Dharav I Police Station,Dharavi"
872,"GN 873 400017 90 Feet Road,Near Khekada Majjid,Dharavi Congested Area"
873,"GN 874 400017 Naiganda Chs,Ganesh Galli,Mukund Nagar,Dharavi"
874,"GN 875 400017 Maharashtra Building,60 Ft Road,Dharavi"
875,"GN 876 400017 Sathgaon Post Shenve,Shahapur Police Station,Dharavi Congested Area"
876,"GN 877 400017 Indira Nagar, Sant Kakaya Marg Cross Road,Dharavi Congested Area"
877,"GN 878 400019 Matunga Labour Camp, Uday Society,60 Feet Road,Matunga"
878,"GN 879 400019 Matunga Labour Camp,Om Prakash Bekri,Matunga"
879,"GN 880 400019 Dev Darshan Bdlg,H T Katariya Road,Front Of Poddar Kids School,Matunga"
880,"GN 881 400019 M L Compound, B Ward,Near Sharda Hotel,Matunga Congested Area"
881,"GN 882 400019 Padmashali Co Op Soc, R P Nagar,60 Ft Rd,Matunga"
882,"GN 883 400019 Matunga Labour Camp,Ambedkar Rd,Walmiki Nagar,Matunga Congested Area"
883,"GN 884 400019 Tata Housing Colony,Ambedkar Marg,Near Labour Camp,Matunga,West"
884,"GN 885 400019 Siddharth Nagar,Ramabai Road,Near Anganwadi,Matunga,West Congested Area"
885,"GN 886 400019 Matunga Labour Camp,Jasmin Hill Road,Fishmarket,Matunga East Congested Area"
886,"GN 887 400019 United Indor Chs,Matunga Labour Camp,Matunga"
887,"GN 888 400019 Pali Ratan Building,Shankar Nathan Road,Matunga East"
888,"GN 889 400019 Mamta Building,Near Asarafiya Jama Masjid,Matunga"
889,"GN 890 400025 Paschim Apartment,K N D Marg,Opp. Kirti Collage,Dadar Congested Area"
890,"GN 891 400028 Dadar Police Vasahat Bdlg,Gokhale Road,Dadar"
891,"GN 892 400028 Agar Bazar,Kaitochi Chawl,,Dadar Congested Area"
892,"GN 893 400028 Haji Ebrahim Patel Bdlg,Gokhale Rd,Dadar"
893,"GN 894 400028 Ramabai Nagar,Andra Valley Road,Labour Camp,Matunga Congested Area"
894,"GN 895 400028 Matunga Labour Camp,60 Ft Road,Labour Camp,Matunga Congested Area"
895,"GN 896 400028 Eashwar Niwas Chs,New R. P. Nagar,Matunga"
896,"GN 897 400028 G North,Dadar West,Dadar"
897,"GN 898 400028 Bmc Staff Quaters,Harishchandra Road,Dadar West,Dadar"
898,"GN 899 400028 Dadar Police Quaters,Shaitan Chowky,Dadar West,Dadar"
899,"GN 900 400028 Andul Ganni Chawl,Opp Dadar Police Station,Dadar Congested Area"
900,"GN 901 400028 Devi Padmabai Chawl,Bal Govid Das Road,Opp. Ruparel Collage,Dadar West Congested Area"
901,"GN 902 400028 Mauji Mansingh Khed Galli Patrashed,Shed Sayani Road,Dadar West Congested Area"
902,"GN 903 400028 Ahmed Mansion,Kasinath Dhuru Road,Opp. Kirti Collage,Dadar"
903,"GN 904 400028 Sagar Dharshan,Jambhekar Marg,Shivaji Park,Dadar"
904,"GN 905 400028 Vijay Nagar Building,M C Jawale Marg,Opp. Dadar Station,Dadar"
